,Year,Company Name,Country,Industry (Exiobase),Environmental Intensity (Sales),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,Macro Industry,CompanySymbol,TotalEsgScore,EnvironmentRiskScore,SocialRiskScore,GovernanceRiskScore,EsgRatingYear
2855,2014,STAGECOACH GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other land transport,-0.08700840611075535,-397519553.66769326,-388900719.3818346,-89703.92063722863,-5168303.186920277,-1211564.88130595,-16269.451165577364,-4816.54719604298,-2130436.621552141,2260.322918778699,Other land transport,@STAGECOACH GROUP PLC,,,,,
2856,2014,GETLINK SE,France,Other land transport,-0.03356957851087494,-49026265.397011146,-47768938.85621971,-11081.74697504468,-635947.8130756401,-149086.07416712912,-2006.9096018062414,0.0,-459698.23781386536,494.2408420414717,Other land transport,GET.PA,,,,,
2857,2014,FIRSTGROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other land transport,-0.025673064158131104,-268911006.8926352,-258614775.50615078,-247231.90108540893,-4183635.873679789,-968505.6866187226,-33072.203702715444,-11042.550899214715,-5442212.022396422,589468.8518982083,Other land transport,FGP.L,,,,,
2858,2014,ATLANTIA SPA,Italy,Other land transport,-0.003965187925428547,-26825860.406576913,-14825212.096059287,-21431.404816855505,-272998.83491786994,-60123.98161079709,-2759.597221642198,-2376.8186075606195,-11698002.207304593,57044.53396170609,Other land transport,AU9.F,8.82,1.1,4.13,3.59,2022.0
2859,2014,REDDE NORTHGATE PLC,United Kingdom Of Great Britain And Northern Ireland,Other land transport,-0.003222569818547078,-2871650.0515049123,-2810026.365099465,-792.2942629786455,-36603.03211254544,-8556.14098725988,-133.1336223760203,-939.4371189420649,-15040.510014989275,440.86171364430487,Other land transport,REDD.L,,,,,
2860,2014,INTERCONTINENTAL HOTELS GRP,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.733064851171193,-827531297.2012599,-704824378.6506913,-161257.97784532135,-9373882.71450777,-2197675.994101714,-29341.835235740724,-1086.8954198494866,-110943827.50437704,154.37091901921866,Other service activities (93),@INTERCONTINENTAL HOTELS GRP,,,,,
2861,2014,ACCOR SA,France,Other service activities (93),-0.09137397934091625,-603137879.1101763,-518148407.4474904,-118812.21426309033,-6892095.1018577,-1615802.9599613934,-21601.56149586146,-2642.266006687791,-76339454.66410346,937.1050023468007,Other service activities (93),AC.PA,18.35,6.83,7.24,4.28,2022.0
2862,2014,MILLENNIUM& COPTHORNE HOTELS,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.07895397118744359,-101691274.15582812,-99320277.57006127,-22797.510692159718,-1320877.3596952977,-309669.70874018385,-4140.908474384905,-1240.0963737443851,-712447.1317235222,176.12993245829585,Other service activities (93),MCK.NZ,,,,,
2863,2014,TUI AG,Germany,Other service activities (93),-0.04125745409488701,-934467554.3483727,-912783209.574878,-521883.3203803565,-13372616.707449,-3111482.435412877,-74905.12752537259,-114391.27524693827,-5463873.783924411,974807.8764446259,Other service activities (93),TUI1.DE,28.37,13.33,11.09,3.94,2022.0
2864,2014,MARSTONS PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.03560917376632821,-43731791.33152325,-41900927.154619925,-9662.53825166803,-557221.7210804268,-130632.9935998364,-1750.717603565656,-1182.445404311232,-1130581.7027731966,167.9418096902589,Other service activities (93),MARS.L,,,,,
2865,2014,GREGGS PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.033955461052233314,-42567120.83476191,-41482942.56476541,-9568.619635049816,-551661.7036016932,-129329.3348120121,-1733.460830358868,-1207.0086207408106,-390849.573001035,171.43050439358836,Other service activities (93),GRG.L,,,,,
2866,2014,NH HOTEL GROUP SA,Spain,Other service activities (93),-0.03335579406791435,-50338543.86719892,-13581480.323943328,-3250.2042133163254,-179439.51701203894,-41607.65392498678,-574.0817269522993,-2173.122201751764,-36530309.31880047,290.3546239244068,Other service activities (93),0OHG.L,,,,,
2867,2014,WETHERSPOON (JD) PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.030601279893936566,-67248542.34144978,-65507871.01397291,-15124.561326385367,-871149.4379443785,-204227.65471136378,-2738.5960695766307,-2115.870148545152,-645615.722683518,300.51540690223663,Other service activities (93),@WETHERSPOON (JD) PLC,,,,,
2868,2014,MITCHELLS & BUTLER PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.03054929377973289,-93841958.68752906,-91412269.63492425,-21105.75289914122,-1215636.122909996,-284987.2601763708,-3821.573892941724,-2957.614838107069,-901600.7956448165,420.06775658939824,Other service activities (93),MAB.L,,,,,
2869,2014,GREENE KING PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.026975525738298377,-54749117.13807492,-50487514.2072512,-11678.612048832794,-671390.131009898,-157395.46170469662,-2112.507475444156,-1954.127651411249,-3417349.634178084,277.54324465825414,Other service activities (93),@GREENE KING PLC,,,,,
2870,2014,RESTAURANT GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.02529946609395188,-25059280.698574305,-24388617.466673438,-5642.157944815927,-324322.9159073809,-76031.68238800163,-1020.5283025499476,-953.6806525566307,-262827.71723381756,135.4505282637058,Other service activities (93),RTN.L,,,,,
2871,2014,WHITBREAD PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.023645559740087526,-84592033.88764599,-78100082.1132093,-18094.51162998116,-1038569.4306396487,-243471.91995008715,-3270.284631857419,-3444.4952908979935,-5185590.351306349,489.2190121538356,Other service activities (93),WTB.L,17.78,8.14,6.55,3.09,2022.0
2872,2014,DIGNITY PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.01640272356517239,-6877592.352293643,-6674602.784313017,-1553.8251408389206,-88754.10986298983,-20806.065428110724,-280.1098661275074,-403.70691876496994,-91249.08894640567,57.3381826126341,Other service activities (93),DTY.L,,,,,
2873,2014,G4S PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.014020499096895598,-149712095.1755489,-146455654.06300965,-34191.06419435078,-1947407.0412853267,-456510.9398286436,-6154.358242599554,-10281.089548912287,-803356.8346663718,1460.215226966598,Other service activities (93),@G4S PLC,,,,,
2874,2014,BIC SA,France,Other service activities (93),-0.012450055844726813,-29821010.734854944,-28809591.426099345,-6703.9322622866375,-383483.25815663504,-89895.64834632799,-1212.0107376284795,-958.8121560608619,-529505.6990314283,340.05193477165386,Other service activities (93),BB.PA,24.04,8.45,8.09,7.5,2022.0
2875,2014,BABCOCK INTERNATIONAL GROUP,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.00895831284784174,-46390041.75928565,-44719217.71455078,-10565.478518148213,-594554.7475329834,-139365.8611659938,-1889.7339720085608,-4985.908059570343,-920170.4601661705,708.14468001695,Other service activities (93),BAB.L,29.77,6.35,17.4,6.01,2022.0
2876,2014,DOMINO'S PIZZA GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.00846629685882105,-3886230.0490609356,-3743024.5503933416,-886.0105311955659,-49763.61153612117,-11664.649028348607,-158.3124823265086,-441.9577364529353,-80353.72826992505,62.77091677628113,Other service activities (93),DOM.L,,,,,
2877,2014,SSP GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.00806318146113218,-22971979.18317759,-22108063.87185817,-5242.209198665641,-293922.0936520517,-68894.99470252551,-935.82544368988,-2743.0751627946315,-492566.7100114905,389.5968518093855,Other service activities (93),SSPPF,,,,,
2878,2014,PROSEGUR (CIA DE SEGURIDAD),Spain,Other service activities (93),-0.007064549614189735,-32340883.349450674,-29870961.657178763,-7268.817928678803,-393665.16014365625,-90893.92290691091,-1269.9726071970201,-6592.0756477534815,-1971112.5216906709,880.7786529638258,Other service activities (93),@PROSEGUR (CIA DE SEGURIDAD),,,,,
2879,2014,SECURITAS AB,Sweden,Other service activities (93),-0.003959921569500785,-35492843.82437385,-34673651.78796054,-8204.412131752597,-460526.61391957314,-107920.63543331045,-1469.3703132822257,-5674.1501654924505,-236084.68442359145,687.8299736960204,Other service activities (93),SECU-B.ST,12.47,0.91,5.97,5.58,2022.0
2880,2014,HOMESERVE PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.003935685420934824,-3487608.25420015,-3298229.8327353178,-812.2347797975395,-43831.851428312075,-10271.827228007909,-142.147597246346,-853.2043210640848,-133588.33606272345,121.17995231967258,Other service activities (93),HSV.L,,,,,
2881,2014,ISS A/S,Denmark,Other service activities (93),-0.0031690170337796593,-38164253.65214556,-37135689.624820076,-8614.394041867306,-482582.4853632692,-113048.36336427339,-1542.1162131432793,-4522.506423841509,-418240.7529028985,-13.409016181811548,Other service activities (93),ISS.CO,14.08,2.16,7.13,4.79,2022.0
2882,2014,SODEXO,France,Other service activities (93),-0.0025079611779396387,-54683728.03805972,-53486497.187329814,-13283.565413367676,-714314.9204646375,-167369.33561193675,-2343.794268113901,-8728.101279150576,-294286.6385922573,3095.5048995746174,Other service activities (93),SW.PA,23.22,4.76,13.02,5.44,2022.0
2883,2014,PAYPOINT PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.001501519204420172,-496729.51579966897,-443496.9653922852,-123.06435848862645,-5885.857738384366,-1378.2687359065674,-20.27744442050022,-318.51860346351236,-45551.8024785488,45.23895182867692,Other service activities (93),PAY.L,,,,,
2884,2014,COMPASS GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Other service activities (93),-0.0014537000608926816,-38666296.91145772,-34413863.240980595,-9610.100287666428,-456687.56030972296,-106936.12191125628,-1578.563464538642,-25609.641577883438,-3655649.000586923,3637.317660863935,Other service activities (93),CPG.L,18.0,4.12,10.41,3.47,2022.0
2885,2014,EDENRED SA,France,Other service activities (93),-0.0011770836383916943,-1473013.7260934534,-1395768.1057005173,-379.56621032405513,-18733.27851938028,-4386.234402479053,-64.84429350274057,-500.9356528997389,-53358.42295212526,177.66163777531938,Other service activities (93),EDEN.PA,,,,,
2886,2014,BILLERUDKORSNAS AB,Sweden,Paper,-0.637220319405825,-1696170415.5083175,-1490397188.1674268,-376934.4977098449,-19202669.58356296,-4501663.996247799,-263121.56682330574,-214682.91611677132,-181273765.63230836,59610.85684548489,Paper,BNF.MU,,,,,
2887,2014,UPM-KYMMENE CORP,Finland,Paper,-0.23809081671467164,-2843483533.4679475,-2100049057.5092776,-551699.6648160312,-25785131.63240774,-5987856.192147451,-92063.2297247834,-2558778.1735723536,-708604973.576857,146026.5179231871,Paper,UPM.HE,14.69,7.89,2.83,3.97,2022.0
2888,2014,MONDI PLC/LTD (GBR),United Kingdom Of Great Britain And Northern Ireland,Paper,-0.21686388935941406,-1347988404.8714578,-1241585233.8268843,-426915.8609558022,-16541628.764889795,-3882850.3784823907,-65319.15688954217,-875448.426411095,-84957513.48826972,346505.0389067915,Paper,@MONDI PLC/LTD (GBR),,,,,
2889,2014,STORA ENSO OYJ,Finland,Paper,-0.1868435972585556,-2309460209.336642,-1376801730.3227172,-407689.2759227936,-16085812.132648995,-3714912.860437974,-63630.49405533169,-2648236.8754250556,-909925210.4069878,187013.0388680087,Paper,STERV.HE,15.93,9.23,2.52,4.18,2022.0
2890,2014,SMURFIT KAPPA GROUP PLC,Ireland,Paper,-0.11286025386862299,-1104059638.8826928,-1048125139.3931752,-280876.66102371237,-12839423.862865953,-2971966.311653469,-45398.710150836116,-20817772.05934233,-19054734.877064846,75673.90252750365,Paper,SKG.L,11.07,7.46,0.78,2.83,2022.0
2891,2014,SMITH DS PLC,United Kingdom Of Great Britain And Northern Ireland,Paper,-0.035787938336480696,-225169665.27033556,-157579932.3092146,-273359.01690147404,-408743.92234695214,-203648.57887750486,-12553.255496812457,-886145.1281492461,-65849186.40923968,43903.3575651643,Paper,SMDS.L,12.91,8.31,1.58,3.02,2022.0
2892,2014,LEONARDO SPA,Italy,Paper,-0.010927782995135376,-193925012.79123515,-107288954.54150492,-26263.427696548955,-1427626.7004984408,-333093.1735391351,-4661.165290511992,-45979.37265831668,-84803946.25001797,5511.840181463568,Paper,FINMY,,,,,
2893,2014,SOLVAY SA,Belgium,Petroleum Refinery,-0.3450186797139498,-4438272342.34689,-4005379652.284591,-1075486.188225586,-53576295.48952574,-12508083.20510603,-181668.87110668028,-716996.0135930837,-365218385.22134715,384224.92660643795,Petroleum Refinery,SOLB.BR,24.16,12.75,5.21,6.2,2022.0
2894,2014,ARKEMA,France,Petroleum Refinery,-0.20264340067036074,-1459736002.7497318,-1305179632.9191191,-342087.0341715971,-17231399.143396847,-4012209.3446888314,-56575.7055566472,-515464.2770346029,-132449697.191843,51062.86607934561,Petroleum Refinery,AKE.PA,21.17,10.23,3.87,7.07,2022.0
2895,2014,LANXESS AG,Germany,Petroleum Refinery,-0.16880537403005497,-1635613876.1767507,-1402920287.4177833,-344718.52259086655,-18428634.830199733,-4270300.040809827,-60215.01503724376,-1682798.8227510569,-207962660.99899295,55739.47141432635,Petroleum Refinery,LXS.DE,27.35,13.43,4.89,9.02,2022.0
2896,2014,KEMIRA OY,Finland,Petroleum Refinery,-0.14792755040986602,-382535326.48295975,-291265014.5214787,-67734.91019222778,-3830522.5885944986,-892160.0663578854,-12150.965704439252,-310161.39094932954,-86159451.97333038,1869.933647756427,Petroleum Refinery,KEMIRA.HE,,,,,
2897,2014,BASF SE,Germany,Petroleum Refinery,-0.07753973052779983,-6974996281.628664,-6734936760.332225,-1614328.996555978,-86073090.46926434,-20132857.110992767,-282317.7779693979,-15622746.10289721,-116411059.26144767,76878.4226896353,Petroleum Refinery,BAS.DE,28.11,12.82,6.9,8.38,2022.0
2898,2014,TELENOR ASA,Norway,Post and telecommunications (64),-0.02332264094549046,-331653279.83206946,-323630201.76898235,-74274.99650788607,-4294426.276854686,-1006527.1023834298,-13480.139882285843,-6035.633373158103,-2628684.0877176262,350.17363212351944,Post and telecommunications (64),TEL.OL,22.58,4.8,10.07,7.72,2022.0
2899,2014,TELEKOM SLOVENIA,Slovenia,Post and telecommunications (64),-0.022541613955277522,-20636995.21925941,-20192084.264692962,-5232.389727736683,-265757.42049136275,-61900.857664103896,-907.6199315125662,-4160.267619073447,-108842.80264773499,1890.403515078446,Post and telecommunications (64),@TELEKOM SLOVENIA,,,,,
2900,2014,VEON LTD,Netherlands,Post and telecommunications (64),-0.02230742264619337,-437827481.9129694,-422545418.5975866,-97896.17187205971,-5623481.471061094,-1318270.4162309757,-17730.004676409197,-11538.529791086932,-8216925.395846314,3778.674095160796,Post and telecommunications (64),VEON,,,,,
2901,2014,OTE - HELLENIC TELECOM ORG,Greece,Post and telecommunications (64),-0.020614778436200645,-97761165.65792467,-90504158.63647507,-21077.956678978295,-1197391.0538579982,-280307.681547658,-3803.5536522625744,-5534.082688894977,-5750012.355693371,1119.6626695895127,Post and telecommunications (64),HLTOY,,,,,
2902,2014,VODAFONE GROUP PUBLIC LTD,United Kingdom Of Great Britain And Northern Ireland,Post and telecommunications (64),-0.014855692383627092,-888265160.6140901,-868893784.3045844,-204492.17825750145,-11539358.729641367,-2704459.115789853,-36702.2801380172,-94024.94830869682,-4806380.682154394,14041.624784429712,Post and telecommunications (64),@VODAFONE GROUP PUBLIC LTD,,,,,
2903,2014,ELISA CORP,Finland,Post and telecommunications (64),-0.014498908473581713,-26938859.30483901,-26351024.90636531,-6036.754859655602,-350418.2547375426,-82153.91547852583,-1097.697977489276,-481.5473624011584,-147670.44473268656,24.216674606622767,Post and telecommunications (64),ELISA.HE,17.77,3.25,8.9,5.61,2022.0
2904,2014,DEUTSCHE TELEKOM,Germany,Post and telecommunications (64),-0.013619538064976011,-1032803826.3328351,-1003378191.1935626,-233868.2806279778,-13346919.52676946,-3127954.655514238,-42215.0614445782,-78757.70837063763,-12608006.708847374,12086.802302115637,Post and telecommunications (64),DTE.DE,16.3,2.6,7.75,5.95,2022.0
2905,2014,BT GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Post and telecommunications (64),-0.013593360670572468,-387613565.4434551,-376374782.17674947,-88832.03325016766,-4997724.321062737,-1171267.855149665,-15921.681636637999,-44839.98930060864,-4926893.7612193525,6696.374913494659,Post and telecommunications (64),BT-A.L,17.0,2.0,8.23,6.77,2022.0
2906,2014,TELEFONICA DEUTSCHLAND,Germany,Post and telecommunications (64),-0.013510611361955407,-90292220.98887962,-88100622.86528139,-20536.005247255092,-1171913.7351467407,-274646.73262208723,-3706.798835048205,-6940.854569610599,-714919.197508059,1065.2003305608628,Post and telecommunications (64),TELDF,12.44,1.79,6.08,4.57,2022.0
2907,2014,MAGYAR TELEKOM,Hungary,Post and telecommunications (64),-0.013067390382879452,-31331547.539082758,-29794092.288520843,-7609.611917910508,-396357.6672583146,-92778.022332548,-1329.0193136522123,-5552.205240919056,-1036212.8818090637,2384.1573104950908,Post and telecommunications (64),MYTAY,,,,,
2908,2014,TELEFONICA SA,Spain,Post and telecommunications (64),-0.011162647867182164,-680578864.937048,-526312571.3332772,-124100.58573280745,-7000787.321332144,-1640503.6291907479,-22302.338456998816,-36949.43559406062,-145452192.94816467,10542.654700999703,Post and telecommunications (64),TEF,17.36,1.57,9.2,6.59,2022.0
2909,2014,TELEKOM AUSTRIA AG,Austria,Post and telecommunications (64),-0.010712325179931217,-52091722.7931511,-50410700.72526956,-12320.263427959057,-672273.63157775,-157621.730801326,-2180.309810080411,-943.3225979263015,-837792.8759807437,2110.066314262598,Post and telecommunications (64),TKA.VI,,,,,
2910,2014,ORANGE,France,Post and telecommunications (64),-0.009200176544362101,-439204775.5486666,-421949542.09558016,-99499.52011240505,-5616539.889736892,-1315985.529843533,-17892.056942554984,-29368.452446448722,-10184762.828926533,8814.824921972215,Post and telecommunications (64),OJ=F,,,,,
2911,2014,TELIA COMPANY AB,Sweden,Post and telecommunications (64),-0.008257191017030494,-106517986.92784297,-103521943.99931024,-23925.078227343245,-1376025.979900411,-322608.5556185683,-4330.102976840453,-10098.153702721182,-1259596.5723863202,541.5142794862641,Post and telecommunications (64),TELIA.ST,14.87,2.01,7.3,5.56,2022.0
2912,2014,TELE2 AB,Sweden,Post and telecommunications (64),-0.008012451996336666,-26545921.064398997,-25938425.350082733,-5996.233005566335,-344771.737740253,-80831.56821421669,-1085.0833358425486,-2593.4848540879507,-172356.6829937638,139.07582746948333,Post and telecommunications (64),TEL2-B.ST,,,,,
2913,2014,INMARSAT PLC,United Kingdom Of Great Britain And Northern Ireland,Post and telecommunications (64),-0.00790547495920291,-6176344.1224162085,-6038914.129071295,-1456.64246505532,-80098.16414429505,-18766.875712778514,-258.3750001928729,-1228.5614688266896,-35804.847126525405,183.47257276052753,Post and telecommunications (64),@INMARSAT PLC,,,,,
2914,2014,TELECOM ITALIA SPA,Italy,Post and telecommunications (64),-0.005606209757700702,-146372273.49229923,-55287704.965104334,-18382.338291334723,-712149.9015966422,-162565.02933146278,-2964.312950306139,-53751.246713463865,-90153577.73742767,18822.039116005133,Post and telecommunications (64),TIIAY,,,,,
2915,2014,PROXIMUS SA,Belgium,Post and telecommunications (64),-0.0055076945279641165,-39734513.40322724,-38529465.05639367,-10393.8895346606,-504897.8460562377,-117403.3405688726,-1777.0088617189563,-16877.452515509685,-558582.3638847591,4883.5545881789585,Post and telecommunications (64),BGAOY,,,,,
2916,2014,TALKTALK TELECOM GROUP PLC,United Kingdom Of Great Britain And Northern Ireland,Post and telecommunications (64),-0.0018385485680347338,-4951047.663135237,-4831717.241288539,-1365.6049369672205,-63511.04535527677,-14848.894683823015,-225.3267760248711,-4234.629054637236,-35777.3177958951,632.3967559252626,Post and telecommunications (64),TK6.SG,,,,,
2917,2014,ILIAD SA,France,Post and telecommunications (64),-0.0011901394735586545,-6002940.954582638,-5869692.3308907915,-1659.8373287974046,-78567.20628008968,-18335.64446627085,-279.17171054345835,-3102.9614612054515,-32235.144062956926,931.3416180177577,Post and telecommunications (64),@ILIAD SA,,,,,
2918,2014,SWISSCOM AG,Switzerland,Post and telecommunications (64),-0.000608195940850059,-7164120.802294121,-7010580.732948182,-1767.0127168582635,-88098.82870861901,-20235.351156552064,-305.924493488655,-8059.369067205821,-35574.708579581966,501.1253763666574,Post and telecommunications (64),SCMN.SW,15.22,3.25,6.03,5.94,2022.0
2919,2014,EBRO FOODS SA,Spain,Processing of Food products nec,-0.275996387173713,-708379640.8182657,-76866448.52237302,-20695.948509320646,-1028234.1475601558,-240812.6686171472,-3556.6460440172464,-5378.994628720016,-630223987.9254332,9474.034899796046,Processing of Food products nec,EBRPY,,,,,
2920,2014,TATE & LYLE PLC,United Kingdom Of Great Britain And Northern Ireland,Processing of Food products nec,-0.22539121439929485,-1106021041.3506386,-1071184048.0042204,-249800.84105402592,-14234942.79526435,-3334486.648873226,-45080.06407335379,-167011.52524620888,-16819268.58590334,13597.113996290764,Processing of Food products nec,TATE.L,,,,,
2921,2014,ASSOCIATED BRITISH FOODS PLC,United Kingdom Of Great Britain And Northern Ireland,Processing of Food products nec,-0.17433889433110328,-3518510904.2467933,-2897890183.6498995,-705109.1457967003,-38337756.52549304,-8987867.063904451,-123103.2965354967,-686885.9775219833,-571835920.8775854,55922.289944070966,Processing of Food products nec,ABF.L,25.95,10.47,10.96,4.52,2022.0
2922,2014,DEVRO PLC,United Kingdom Of Great Britain And Northern Ireland,Processing of Food products nec,-0.12364223253618484,-44786354.239943065,-43014226.168142214,-10193.696801553935,-571230.0224716268,-133712.41678203066,-1826.9242351879846,-12328.178365012494,-1043840.5222402435,1003.6890948008719,Processing of Food products nec,DVO.L,,,,,
2923,2014,ULKER BISKUVI SANAYI AS,Turkey,Processing of Food products nec,-0.040684396731422615,-50330995.52542241,-41510223.69708935,-10715.847440309839,-548941.2048329824,-127951.4156999615,-3377.9026710083263,-35010.8443622993,-8095989.07774906,1214.464438867259,Processing of Food products nec,UELKY,,,,,
2924,2014,BONDUELLE,France,Processing of Food products nec,-0.030625791094243317,-71204604.96461083,-55586689.01712805,-13820.951199960466,-741904.4387588403,-171495.91310229414,-2412.1636777612844,-32326.60633054659,-14658818.591337666,2862.7169243049807,Processing of Food products nec,BON.PA,,,,,
2925,2014,NESTLE SA/AG,Switzerland,Processing of Food products nec,-0.02366502896238782,-2182134837.2586923,-2036876909.4072878,-594126.1866867557,-26900235.277184393,-6328740.774154714,-93589.35368743552,-98169.55050918012,-111442830.86251082,199764.15332971822,Processing of Food products nec,@NESTLE SA/AG,,,,,
2926,2014,DANONE SA,France,Processing of Food products nec,-0.01970207442044087,-504171204.2870832,-412042610.5605366,-106434.87837588602,-5508867.294689782,-1264666.0200913737,-18234.70953923345,-355799.5799479232,-84906099.45323174,31508.209329571793,Processing of Food products nec,BN.VI,19.87,7.51,7.39,4.97,2022.0
2927,2014,FROMAGERIES BEL SA,France,Processing of Food products nec,-0.018227785617430395,-61399135.04959924,-60433470.922329836,-15487.85332142217,-807786.7098601939,-185842.12808105448,-2665.350686499814,-46834.69431033004,88614.49168837495,4338.117301725235,Processing of Food products nec,@FROMAGERIES BEL SA,,,,,
2928,2014,BARRY CALLEBAUT AG,Switzerland,Processing of Food products nec,-0.01572732893535165,-92857024.82854204,-90053027.25738138,-22054.991618081112,-1199796.050446868,-280969.7412587005,-3884.3678709438823,-6285.821651244596,-1294487.4268409265,3480.828526151766,Processing of Food products nec,BARN.SW,14.1,5.09,4.81,4.21,2022.0
2929,2014,CRANSWICK PLC,United Kingdom Of Great Britain And Northern Ireland,Processing of Food products nec,-0.013194050057728661,-20468659.60382608,-19434880.960145183,-5973.073503157202,-254860.00381357849,-58847.86884821012,-965.7447043507484,-52799.6827216649,-664630.915371299,4298.645281372628,Processing of Food products nec,CWK.L,,,,,
2930,2014,EMMI AG,Switzerland,Processing of Food products nec,-0.01289539813487597,-44182139.21764846,-41858798.91645954,-10420.401681404212,-557938.8329070582,-130622.0172333556,-1821.2809796934507,-3647.6591087668658,-1620910.0323028543,2019.923024217374,Processing of Food products nec,EMMN.SW,,,,,
2931,2014,ORKLA ASA,Norway,Processing of Food products nec,-0.012113236365666942,-47855417.35819167,-46992997.73863902,-11612.974716580764,-619003.2104984013,-144441.79592310626,-1993.3375583535571,-3811.092307496356,-82412.23987254183,855.0313238328787,Processing of Food products nec,ORK.OL,19.16,6.65,7.43,5.09,2022.0
2932,2014,CHOCOLADEFABRIKEN LINDT & SP,Switzerland,Processing of Food products nec,-0.005948259811950318,-20268522.78800149,-19623603.769804124,-5330.8698296046305,-262211.5458004769,-61290.560880975405,-895.3936036236198,-3627.725585008278,-313571.8071593695,2008.8846616968788,Processing of Food products nec,LISN.SW,25.28,10.0,8.24,7.04,2022.0
2933,2014,DRAX GROUP,United Kingdom Of Great Britain And Northern Ireland,Production of electricity by hydro,-0.9152813058741347,-4003290634.933878,-3850233214.0116725,-1373199.4071908945,-51384857.88684346,-12097889.405416694,-203961.31077028695,-138891.74711182935,-88937452.8878885,1078831.7230180209,Production of electricity by hydro,DRX.L,,,,,
2934,2014,SNAM SPA,Italy,Production of electricity by petroleum and other oil derivatives,-0.12710908073001828,-597034121.671475,-581786584.3555508,-164673.60444819895,-7351874.826555967,-1734044.837779507,-24808.357204759726,-1403161.0007914857,-4571138.184714487,2163.495570298817,Production of electricity by petroleum and other oil derivatives,SNMRY,,,,,
2935,2014,ATLANTICA SUSTAINABLE INFRA,United Kingdom Of Great Britain And Northern Ireland,Production of electricity by solar photovoltaic,-0.6334703342087117,-229755255.92516026,-224734424.53898692,-51392.32352646984,-2988968.722782816,-700722.2218080594,-9353.597376146876,-4.295988976390451,-1270392.2518802884,2.027189496251903,Production of electricity by solar photovoltaic,AY,,,,,
2936,2014,EDP RENOVAVEIS SA,Spain,Production of electricity by solar photovoltaic,-0.0062297923563086185,-9625960.678832855,-9367611.5970562,-2132.3394968747743,-124900.1552401713,-29140.13005692436,-388.977512973046,-18.301829126950842,-101766.83721195161,-2.340428629172891,Production of electricity by solar photovoltaic,EDRVF,15.61,1.63,8.32,5.66,2022.0
2937,2014,POLSKA GRUPA ENERGETYCZNA SA,Poland,Production of electricity nec,-1.948900665858243,-15437102579.793148,-15097541449.906738,-4688531.276403573,-198987355.43335602,-46922436.189230815,-714073.573417905,-34503.20661415433,-90153219.57705374,1938989.3696694642,Production of electricity nec,6PG.SG,49.02,28.57,12.77,7.68,2022.0
2938,2014,ENEA SA,Poland,Production of electricity nec,-1.3093155405119816,-3632592261.4573674,-2894682416.3247547,-841429.5620430451,-39215940.01234507,-9181323.486792961,-141769.45453822333,-12085.251801865996,-689079933.123525,562635.7584344766,Production of electricity nec,58S.BE,,,,,
2939,2014,SUEZ SA,France,Production of electricity nec,-1.1154538426603475,-19337391067.880127,-2300145263.1284204,-568684.5005864293,-30740535.960398387,-7205392.005908291,-100589.84123384261,0.0,-16998757749.258242,127146.81466427038,Production of electricity nec,@SUEZ SA,,,,,
2940,2014,RWE AG,Germany,Production of electricity nec,-0.9710149730235885,-54233440145.32811,-53124376827.219955,-12530750.94308192,-638182854.6199459,-149414555.44934443,-2141710.02540169,-26699214.754979894,-278628864.1985423,-1465368.116848012,Production of electricity nec,RWE.DE,22.68,10.86,6.57,5.25,2022.0
2941,2014,CEZ AS,Czechia,Production of electricity nec,-0.854918711188134,-7489591979.307679,-7159628929.200262,-2175982.0642989534,-94798079.15706138,-22322774.34829565,-340178.0853508995,-134415.98266208897,-211146691.99027887,955071.525879865,Production of electricity nec,CEZ.F,37.02,17.26,13.32,6.45,2022.0
